Date Posted,Text,Region,Origin,Fact_checked_by,Poynter_Label,Binary Label
2020-04-09,doctors sue zimbabwe government over lack of covid19 protective equipment ,Europe,Guardian news,,true,1
2020-04-09,medical experts are warning that vaping and smoking of tobacco or marijuana can put you at further risk for covid19 ,United States,The New York Times,,true,1
2020-04-09,the coronavirus is tearing across the largest native american reservation in the us faced with a spike in deaths from what the tribal health department calls dikos ntsaag19 or covid19 navajo officials are rushing to respond ,United States,The New York Times,,true,1
2020-04-09,just in dhfl promoter kapil wadhawan 22 others detained in mahabaleshwar in maharashtra for violating prohibitory orders on account of covid19 pti,India,The Hindu,,true,1
2020-04-09,the covid19 may not have hit assam as badly as the states beyond the northeast but has led to a rise in cases of impersonation by those looking to make a quick buck posing as policemen and doctors they extract money from truck drivers and the public ,India,The Hindu,,true,1
2020-04-09,the problem is we still dont know much about covid19 and cannot say with any certainty how long it will continue to infect people or linger on thereafter we are all grappling in the dark punjab coronavirusoutbreak ,India,The Hindu,,true,1
2020-04-09,from kargil in the north to kanyakumari in the south and from porbandar in the west to lohit in the northeast 284 indian districts have at least one covid19 case as of april 8 the map shows all the districts with at least one covid19 case ,India,The Hindu,,true,1
2020-04-09,jammu and kashmir witnessed the highest oneday jump in covid19 patients on april 8 as 33 locals tested positive taking the total number to 158 jammuandkashmir coronavirus ,India,The Hindu,,true,1
2020-04-09,another covid19 death has been reported in punjab taking the toll in the state to nine according to a senior official coronavirus covid19 punjab ,India,The Hindu,,true,1
2020-04-09,all indian citizens who have succumbed to the deadly infection in the us are male with ten of them from new york and new jersey area coronavirus covid19 ,India,The Hindu,,true,1
2020-04-09,boris johnson was getting better in intensive care where he is battling covid19 as his government extended its overdraft facility and reviewed the most stringent shut down in peacetime history ,Europe,Reuters UK,,true,1
2020-04-09,uk pm johnson makes progress still in intensive care in covid19 fight ,Europe,Reuters UK,,true,1
2020-04-09,new york hospital sends some borderline covid19 patients home with oxygen monitors ,Europe,Reuters UK,,true,1
2020-04-09,brazil president in address to nation thanks pm modi for timely help in covid19 fight ndtvnewsbeeps ,India,NDTV,,true,1
2020-04-09,bmc commissioner praveen pardeshi joins during newstoday debate to talk about the situation in mumbai he tells that the city has been doing the covid19 tests at the similar speed south korea did stayhome live ,India,IndiaToday,,true,1
2020-04-09,florida gov desantis falsely claims covid19 has not killed people younger than 25 in the us the post has identified at least nine people nationwide under the age of 20 who died after contracting the coronavirus ,United States,The Washington Post,,true,1
2020-04-09,understanding the cluster containment chief advisor to delhi govt on covid19 dr s k sarin explains why sealing is important to contain the spread of coronavirus in delhi newstoday stayhome live ,India,IndiaToday,,true,1
2020-04-09,a 52yearold man tested positive for coronavirus in chhattisgarhs korba district taking the total number of covid19 cases in the state to 11 ,India,IndiaToday,,true,1
2020-04-09,five hospitals including lnjp hospital combined with gb pant hospital were recently made as designated covid19 facilities ,India,IndiaToday,,true,1
2020-04-09,during the ongoing lockdown period amid covid19 crisis your discipline and sacrifice has provided us the strength to fight covid19 said chief minister patnaik odisha coronaviruslockdown ,India,IndiaToday,,true,1
2020-04-09, text contains a series of insulting qualifications stereotyping publishing a photo and revealing the identity of a suspect who despite claiming to be in selfisolation met many people and infected them with the coronavirus ,Europe, dokazmakedonija.mk, Vistinomer,false,0
2020-04-09,at present tamil nadu has the secondhighest number of confirmed covid19 cases at 738 second only to maharashtra with over 1100 confirmed cases tamilnadu coronavirus ,India,IndiaToday,,true,1
2020-04-09,going by recent figures 40561 beds have been made available in the state for the treatment of covid19 patients tamilnadu coronavirus ,India,IndiaToday,,true,1
2020-04-09,australia coronavirus live nsw minister fined for breaching covid19 rules latest updates ,Europe,Guardian news,,true,1
2020-04-09,covid19 pay freezes on uk loans and credit cards start today ,Europe,Guardian news,,true,1
2020-04-09,covid19 spreading quickly through refugee camps warn calais aid groups ,Europe,Guardian news,,true,1
2020-04-09,in a war we draw vietnams artists join fight against covid19 ,Europe,Guardian news,,true,1
2020-04-09, an audio of an alleged pulmonologist at the regional university hospital of malaga who talks about cures for coronavirus ,Europe, WhatsApp, Maldita.es,explanatory,0
2020-04-09,the mystery of how a tiger caught covid19 has experts chasing their tails ,United States,The Washington Post,,true,1
2020-04-09, a video of a white car ramming several police cars in errenteria guipuzkoa spain ,Europe, Whatsapp, Maldita.es,false,0
2020-04-09, an alleged bot system on twitter controlled by the right wing of spain uncovered by mistake ,Europe, Media outlets, Maldita.es,false,0
2020-04-09,do you have friends or family who need covid19 information in a different language cdcs covid19 website has options in spanish simplified chinese vietnamese and korean be sure to click the other language tabs here ,United States,CDC,,true,1
2020-04-09,are your hospitals at risk of being overwhelmed by covid19 patients explore the posts analysis for your area ,United States,The Washington Post,,true,1
2020-04-09,dominic raab thanks nhs staff and key workers for covid19 response video ,Europe,Guardian news,,true,1
2020-04-09,covid19 hundreds of uk care home deaths not added to official toll ,Europe,Guardian news,,true,1
2020-04-09,clash looms in japan as tokyo governor says abes covid19 measures not enough ,Europe,Guardian news,,true,1
2020-04-09,covid19 fears grow for indigenous south americans as yanomami teen tests positive ,Europe,Guardian news,,true,1
2020-04-09,new york hires laborers for mass burials on bronx island amid covid19 surge ,Europe,Guardian news,,true,1
2020-04-09,uk covid19 antibody tests not ready until may at earliest ,Europe,Guardian news,,true,1
2020-04-09, bill gates personally will profit from a covid19 vaccine and he owns a company that plans to implant microchips in everyone ,United States, facebook, LeadStories,false,0
2020-04-09,new there have been numerous covid19 outbreaks on recent cruise ship voyages has extended the previous no sail order to prevent the spread of covid19 among crew onboard ,United States,CDC,,true,1
2020-04-09, cdc admitted to lying about covid19 death stats ,United States, American Thinker, LeadStories,false,0
2020-04-09, church services cant resume until were all vaccinated says bill gates ,United States, Bloggers, PolitiFact,false,0
2020-04-09, bill gates is plotting to use covid19 testing and a future vaccine to track people with microchips ,United States, Facebook users, FactCheck.org,false,0
2020-04-09, covid19 causes prolonged and progressive hypoxia starving your body of oxygen by binding to the heme groups in hemoglobin in your red blood cells people are simply desaturating losing o2 in their blood and thats what eventually leads to organ failures that kill them not any form of ards or pneumonia ,United States," Andrew Gaiziunas, Medium", Science Feedback,false,0
2020-04-09, social media posts recommend tonic water and zinc as a cure for a novel coronavirus infection as the drink contains quinine whose synthetic relative hydroxychloroquine is on trial as a covid19 treatment ,United States," Fb, Twitter", AFP,false,0
2020-04-09, us speaker of the house nancy pelosi said she wont pass new economic stimulus package unless senior citizens are excluded ,United States, bustatroll.org, LeadStories,false,0
2020-04-09, a law allows people to go for a run during the state of alarm in spain ,Europe, Image via WhatsApp, Newtral.es,false,0
2020-04-09, drinking garlic onion lemon and ginger as a drink cures covid19,Europe, WhatsApp, Newtral.es,false,0
2020-04-09, with the novel coronavirus sending the us economy into freefall posts that list phone numbers for job seekers to call and find work have been shared thousands of times on facebook and instagram ,United States," Fb, Instagram", AFP,false,0
2020-04-09, covid19 vaccine trial killed 7 children in senegal ,United States, Social Media, FactCheck.org,false,0
